Latitude,Longitude,City,Country,blurb,transportation,accommodations_hotels,accommodations_hostels,restaurants,evenings_bars,evenings_nightlife,evenings_weekly,tourscore,accommodations_popup,transportation_popup,restaurants_popup,evenings_popup,blogs,slides
16.8158,100.2636,Phitsanulok,Thailand,,,,,,,,,,,,,,,
30.3,71.9333,Khanewal,Pakistan,,,,,,,,,,,,,,,
41.03,113.08,Jining,China,,,,,,,,,,,,,,,
37.8667,127.7333,Chuncheon,"Korea, South",,,,,,,,,,,,,,,
40.7833,30.4,Sakarya,Turkey,,,,,,,,,,,,,,,
12.6,6.5897,Kaura Namoda,Nigeria,,,,,,,,,,,,,,,
35.6806,50.9783,Malārd,Iran,,,,,,,,,,,,,,,
39.7667,64.4231,Bukhara,Uzbekistan,,,,,,,,,,,,,,,
40.34,-75.9267,Reading,United States,,,,,,,,,,,,,,,
28.51,71.5,Marot,Pakistan,,,,,,,,,,,,,,,
-11.2053,13.8417,Sumbe,Angola,,,,,,,,,,,,,,,
34.7717,72.36,Mingaora,Pakistan,,,,,,,,,,,,,,,
-12.85,15.55,Caála,Angola,,,,,,,,,,,,,,,
49.5894,34.5514,Poltava,Ukraine,,,,,,,,,,,,,,,
61.7833,34.3333,Petrozavodsk,Russia,,,,,,,,,,,,,,,
46.6425,32.625,Kherson,Ukraine,,,,,,,,,,,,,,,
13.93,121.62,Lucena,Philippines,,,,,,,,,,,,,,,
-22.505,-43.1789,Petrópolis,Brazil,,,,,,,,,,,,,,,
-2.6833,118.9,Mamuju,Indonesia,,,,,,,,,,,,,,,
25.9417,83.5611,Mau,India,,,,,,,,,,,,,,,
10.3736,105.4458,Long Xuyên,Vietnam,,,,,,,,,,,,,,,
35.8167,128.7333,Gyeongsan,"Korea, South",,,,,,,,,,,,,,,
22.72,88.48,Bārāsat,India,,,,,,,,,,,,,,,
38.8667,65.8,Qarshi,Uzbekistan,,,,,,,,,,,,,,,
32.4653,-93.7955,Shreveport,United States,,,,,,,,,,,,,,,
33.2825,-111.8514,Chandler,United States,,,,,,,,,,,,,,,
2.96,99.06,Pematangsiantar,Indonesia,,,,,,,,,,,,,,,
54.906,-1.381,Sunderland,United Kingdom,,,,,,,,,,,,,,,
53.6333,55.95,Sterlitamak,Russia,,,,,,,,,,,,,,,
13.995,-89.5561,Santa Ana,El Salvador,,,,,,,,,,,,,,,
41.02,28.5775,Büyükçekmece,Turkey,,,,,,,,,,,,,,,
6.1333,-5.9333,Gagnoa,Côte d’Ivoire,,,,,,,,,,,,,,,
28.2573,113.1234,Xingsha,China,,,,,,,,,,,,,,,
9.6,41.8667,Dire Dawa,Ethiopia,,,,,,,,,,,,,,,
31.5831,64.3692,Lashkar Gāh,Afghanistan,,,,,,,,,,,,,,,
6.1667,-75.6167,Itagüí,Colombia,,,,,,,,,,,,,,,
-15.4833,-70.1333,Juliaca,Peru,,,,,,,,,,,,,,,
-27.3667,-55.9,Posadas,Argentina,,,,,,,,,,,,,,,
-6.8675,109.1375,Tegal,Indonesia,,,,,,,,,,,,,,,
27.39,79.581,Farrukhābād,India,,,,,,,,,,,,,,,
41.6767,-86.2696,South Bend,United States,,,,,,,,,,,,,,,
55.9167,37.7667,Mytishchi,Russia,,,,,,,,,,,,,,,
35.9833,126.7167,Kunsan,"Korea, South",,,,,,,,,,,,,,,
34.2099,-77.8866,Wilmington,United States,,,,,,,,,,,,,,,
32.6281,-117.0144,Chula Vista,United States,,,,,,,,,,,,,,,
56.65,47.8833,Yoshkar-Ola,Russia,,,,,,,,,,,,,,,
23.83,78.71,Saugor,India,,,,,,,,,,,,,,,
49.4167,27.0,Khmelnytskyi,Ukraine,,,,,,,,,,,,,,,
26.741,83.888,Khorabar,India,,,,,,,,,,,,,,,
25.0442,-77.3503,Nassau,"Bahamas, The",,,,,,,,,,,,,,,
42.2596,-89.064,Rockford,United States,,,,,,,,,,,,,,,
40.1167,70.6333,Isfara,Tajikistan,,,,,,,,,,,,,,,
23.334,75.037,Ratlām,India,,,,,,,,,,,,,,,
27.0994,68.4208,Mehrabpur,Pakistan,,,,,,,,,,,,,,,
34.7607,127.6622,Yeosu,"Korea, South",,,,,,,,,,,,,,,
27.3403,117.4925,Shaowu,China,,,,,,,,,,,,,,,
-25.095,-50.1619,Ponta Grossa,Brazil,,,,,,,,,,,,,,,
-23.6019,-46.7528,Taboão da Serra,Brazil,,,,,,,,,,,,,,,
39.9108,69.0064,Istaravshan,Tajikistan,,,,,,,,,,,,,,,
14.6969,121.1219,San Mateo,Philippines,,,,,,,,,,,,,,,
34.7331,136.5133,Tsu,Japan,,,,,,,,,,,,,,,
-5.5258,-47.4758,Imperatriz,Brazil,,,,,,,,,,,,,,,
36.569,111.7551,Huozhou,China,,,,,,,,,,,,,,,
18.5167,-70.0167,Los Alcarrizos,Dominican Republic,,,,,,,,,,,,,,,
5.7836,-6.5939,Soubré,Côte d’Ivoire,,,,,,,,,,,,,,,
44.0564,-123.1174,Eugene,United States,,,,,,,,,,,,,,,
37.3894,46.2378,Marāgheh,Iran,,,,,,,,,,,,,,,
-3.5403,118.9707,Majene,Indonesia,,,,,,,,,,,,,,,
30.3866,106.7756,Huilong,China,,,,,,,,,,,,,,,
44.9233,-123.0244,Salem,United States,,,,,,,,,,,,,,,
35.7,139.8167,Sumida,Japan,,,,,,,,,,,,,,,
-10.85,14.3667,Gabela,Angola,,,,,,,,,,,,,,,
35.3304,40.13,Dayr az Zawr,Syria,,,,,,,,,,,,,,,
47.1622,27.5889,Iaşi,Romania,,,,,,,,,,,,,,,
36.4486,53.3233,Sartā,Iran,,,,,,,,,,,,,,,
33.31,-111.7463,Gilbert,United States,,,,,,,,,,,,,,,
45.5,124.2833,Da’an,China,,,,,,,,,,,,,,,
36.2883,-115.0888,North Las Vegas,United States,,,,,,,,,,,,,,,
35.9439,126.9544,Iksan,"Korea, South",,,,,,,,,,,,,,,
10.35,106.35,Mỹ Tho,Vietnam,,,,,,,,,,,,,,,
12.8792,10.4525,Nguru,Nigeria,,,,,,,,,,,,,,,
36.3658,140.4712,Mito,Japan,,,,,,,,,,,,,,,
37.35,126.95,Kunp’o,"Korea, South",,,,,,,,,,,,,,,
22.9253,113.2067,Bijiao,China,,,,,,,,,,,,,,,
49.4444,32.0597,Cherkasy,Ukraine,,,,,,,,,,,,,,,
40.5455,34.957,Bayat,Turkey,,,,,,,,,,,,,,,
40.5455,34.957,Çorum,Turkey,,,,,,,,,,,,,,,
34.3997,74.2817,Handwāra,India,,,,,,,,,,,,,,,
3.5986,98.4803,Binjai,Indonesia,,,,,,,,,,,,,,,
51.2,6.4333,Mönchengladbach,Germany,,,,,,,,,,,,,,,
36.7286,68.8681,Kunduz,Afghanistan,,,,,,,,,,,,,,,
-31.7331,-60.5297,Paraná,Argentina,,,,,,,,,,,,,,,
34.7333,127.7333,Yeosu,"Korea, South",,,,,,,,,,,,,,,
21.19,81.28,Drug,India,,,,,,,,,,,,,,,
26.0042,63.0606,Turbat,Pakistan,,,,,,,,,,,,,,,
43.5333,-5.7,Gijón,Spain,,,,,,,,,,,,,,,
23.9723,91.1099,Brāhmanbāria,Bangladesh,,,,,,,,,,,,,,,
20.4461,106.3422,Thái Bình,Vietnam,,,,,,,,,,,,,,,
35.4981,140.1154,Ichihara,Japan,,,,,,,,,,,,,,,
-21.5333,-64.7333,Tarija,Bolivia,,,,,,,,,,,,,,,
30.55,31.0,Shibīn al Kawm,Egypt,,,,,,,,,,,,,,,
37.75,39.3167,Siverek,Turkey,,,,,,,,,,,,,,,
50.3714,-4.1422,Plymouth,United Kingdom,,,,,,,,,,,,,,,
24.0889,32.8997,Aswān,Egypt,,,,,,,,,,,,,,,
-19.5892,-65.7533,Potosí,Bolivia,,,,,,,,,,,,,,,
45.7667,132.9333,Hulin,China,,,,,,,,,,,,,,,
57.7681,40.9269,Kostroma,Russia,,,,,,,,,,,,,,,
68.9706,33.075,Murmansk,Russia,,,,,,,,,,,,,,,
13.501,7.1036,Maradi,Niger,,,,,,,,,,,,,,,
19.4167,103.5,Xiangkhoang,Laos,,,,,,,,,,,,,,,
14.68,77.599,Anantapur,India,,,,,,,,,,,,,,,
37.1939,40.5861,Kızıltepe,Turkey,,,,,,,,,,,,,,,
37.7639,38.2778,Adıyaman,Turkey,,,,,,,,,,,,,,,
-33.0175,27.9047,East London,South Africa,,,,,,,,,,,,,,,
52.1333,-106.6833,Saskatoon,Canada,,,,,,,,,,,,,,,
-22.8219,-47.2669,Sumaré,Brazil,,,,,,,,,,,,,,,
51.5167,7.1,Gelsenkirchen,Germany,,,,,,,,,,,,,,,
37.4462,138.8512,Nagaoka,Japan,,,,,,,,,,,,,,,
34.9333,72.4667,Khwazakhela,Pakistan,,,,,,,,,,,,,,,
34.4175,-118.4964,Santa Clarita,United States,,,,,,,,,,,,,,,
34.9506,127.4875,Suncheon,"Korea, South",,,,,,,,,,,,,,,
-6.7667,38.9167,Kibaha,Tanzania,,,,,,,,,,,,,,,
43.4833,43.6167,Nalchik,Russia,,,,,,,,,,,,,,,
51.0536,3.7253,Gent,Belgium,,,,,,,,,,,,,,,
37.1847,38.7908,Karaköprü,Turkey,,,,,,,,,,,,,,,
-19.8667,47.0333,Antsirabe,Madagascar,,,,,,,,,,,,,,,
23.015,91.3967,Feni,Bangladesh,,,,,,,,,,,,,,,
24.8074,93.9384,Imphāl,India,,,,,,,,,,,,,,,
20.7836,97.0354,Taunggyi,Burma,,,,,,,,,,,,,,,
31.3,-110.9333,Nogales,Mexico,,,,,,,,,,,,,,,
11.4672,26.1317,Ed Daein,Sudan,,,,,,,,,,,,,,,
32.3786,48.4144,Dezfūl,Iran,,,,,,,,,,,,,,,
-5.1878,-37.3439,Mossoró,Brazil,,,,,,,,,,,,,,,
52.04,-0.76,Milton Keynes,United Kingdom,,,,,,,,,,,,,,,
48.3,25.9333,Chernivtsi,Ukraine,,,,,,,,,,,,,,,
1.6667,101.45,Dumai,Indonesia,,,,,,,,,,,,,,,
-26.9078,-48.6619,Itajaí,Brazil,,,,,,,,,,,,,,,
39.4167,29.9833,Kütahya,Turkey,,,,,,,,,,,,,,,
44.1667,28.6333,Constanţa,Romania,,,,,,,,,,,,,,,
-25.2672,-57.4853,Luque,Paraguay,,,,,,,,,,,,,,,
34.6269,135.601,Yao,Japan,,,,,,,,,,,,,,,
34.4342,70.4478,Jalālābād,Afghanistan,,,,,,,,,,,,,,,
23.48,120.4497,Chiayi,Taiwan,,,,,,,,,,,,,,,
26.2442,68.41,Nawabshah,Pakistan,,,,,,,,,,,,,,,
10.25,123.83,Talisay,Philippines,,,,,,,,,,,,,,,
-4.1794,11.3731,Tchibota,Congo (Brazzaville),,,,,,,,,,,,,,,
-14.7306,15.0367,Matala,Angola,,,,,,,,,,,,,,,
40.752,-89.6154,Peoria,United States,,,,,,,,,,,,,,,
-34.7167,-58.2667,Quilmes,Argentina,,,,,,,,,,,,,,,
44.7167,37.7833,Novorossiysk,Russia,,,,,,,,,,,,,,,
-34.4331,150.8831,Wollongong,Australia,,,,,,,,,,,,,,,
50.25,28.6667,Zhytomyr,Ukraine,,,,,,,,,,,,,,,
36.0641,136.2196,Fukui,Japan,,,,,,,,,,,,,,,
25.5514,84.6603,Arrah,India,,,,,,,,,,,,,,,
30.4551,-84.2527,Tallahassee,United States,,,,,,,,,,,,,,,
14.8436,120.8114,Malolos,Philippines,,,,,,,,,,,,,,,
31.3186,-110.9458,Heroica Nogales,Mexico,,,,,,,,,,,,,,,
31.0753,-97.7297,Killeen,United States,,,,,,,,,,,,,,,
-2.7919,33.9894,Bariadi,Tanzania,,,,,,,,,,,,,,,
10.2317,12.9303,Hong,Nigeria,,,,,,,,,,,,,,,
10.2333,-66.6639,Santa Teresa del Tuy,Venezuela,,,,,,,,,,,,,,,
27.7931,-82.6652,St. Petersburg,United States,,,,,,,,,,,,,,,
35.6689,139.4776,Fuchū,Japan,,,,,,,,,,,,,,,
35.6581,139.7514,Minato,Japan,,,,,,,,,,,,,,,
45.2542,19.8425,Novi Sad,Serbia,,,,,,,,,,,,,,,
-26.2125,28.2625,Boksburg,South Africa,,,,,,,,,,,,,,,
14.83,120.28,Olongapo,Philippines,,,,,,,,,,,,,,,
15.1167,108.8,Quảng Ngãi,Vietnam,,,,,,,,,,,,,,,
51.5017,46.1222,Engels,Russia,,,,,,,,,,,,,,,
46.1978,-119.1732,Kennewick,United States,,,,,,,,,,,,,,,
9.4533,77.8024,Sivakāsi,India,,,,,,,,,,,,,,,
31.7244,44.9769,Al Ḩamzah,Iraq,,,,,,,,,,,,,,,
35.2903,75.6444,Skardu,Pakistan,,,,,,,,,,,,,,,
40.5286,70.9425,Qo‘qon,Uzbekistan,,,,,,,,,,,,,,,
25.374,68.3013,Kotri,Pakistan,,,,,,,,,,,,,,,
32.3775,15.092,Mişrātah,Libya,,,,,,,,,,,,,,,
37.8481,27.8453,Aydın,Turkey,,,,,,,,,,,,,,,
13.1483,33.9311,Singa,Sudan,,,,,,,,,,,,,,,
36.7167,69.5167,Tāluqān,Afghanistan,,,,,,,,,,,,,,,
-0.95,-80.7162,Manta,Ecuador,,,,,,,,,,,,,,,
-11.4833,15.8333,Ndulo,Angola,,,,,,,,,,,,,,,
-11.4926,16.7035,Andulo,Angola,,,,,,,,,,,,,,,
42.85,-2.6833,Vitoria-Gasteiz,Spain,,,,,,,,,,,,,,,
35.3167,139.35,Hiratsuka,Japan,,,,,,,,,,,,,,,
36.255,44.8822,Rāniyah,Iraq,,,,,,,,,,,,,,,
36.9,7.7667,Annaba,Algeria,,,,,,,,,,,,,,,
26.77,79.03,Etāwah,India,,,,,,,,,,,,,,,
23.6913,90.5149,Siddhirganj,Bangladesh,,,,,,,,,,,,,,,
55.8892,37.445,Khimki,Russia,,,,,,,,,,,,,,,
-12.5333,27.85,Chingola,Zambia,,,,,,,,,,,,,,,
50.9119,34.8028,Sumy,Ukraine,,,,,,,,,,,,,,,
49.286,120.712,Yakeshi,China,,,,,,,,,,,,,,,
-23.0903,-47.2181,Indaiatuba,Brazil,,,,,,,,,,,,,,,
27.5625,-99.4874,Laredo,United States,,,,,,,,,,,,,,,
17.4519,78.5362,Malkājgiri,India,,,,,,,,,,,,,,,
-26.2178,28.1672,Germiston,South Africa,,,,,,,,,,,,,,,
34.75,134.8333,Kakogawachō-honmachi,Japan,,,,,,,,,,,,,,,
52.9247,-1.478,Derby,United Kingdom,,,,,,,,,,,,,,,
-6.1703,106.53,Pasarkemis,Indonesia,,,,,,,,,,,,,,,
51.4947,-0.1353,Westminster,United Kingdom,,,,,,,,,,,,,,,
5.3304,103.12,Kuala Terengganu,Malaysia,,,,,,,,,,,,,,,
32.8583,-96.9702,Irving,United States,,,,,,,,,,,,,,,
15.4667,-90.3,San Pedro Carchá,Guatemala,,,,,,,,,,,,,,,
-15.1953,12.1508,Moçâmedes,Angola,,,,,,,,,,,,,,,
34.0667,134.55,Tokushima,Japan,,,,,,,,,,,,,,,
-22.0178,-47.8908,São Carlos,Brazil,,,,,,,,,,,,,,,
45.5333,-73.5167,Longueuil,Canada,,,,,,,,,,,,,,,
14.7581,120.9481,Marilao,Philippines,,,,,,,,,,,,,,,
17.35,82.55,Tuni,India,,,,,,,,,,,,,,,
6.855,37.7808,Sodo,Ethiopia,,,,,,,,,,,,,,,
31.4175,46.1772,Ash Shaţrah,Iraq,,,,,,,,,,,,,,,
33.4617,44.1557,Sab‘ al Būr,Iraq,,,,,,,,,,,,,,,
14.6,-61.0667,Fort-de-France,Martinique,,,,,,,,,,,,,,,
16.4847,97.6258,Mawlamyine,Burma,,,,,,,,,,,,,,,
-8.2828,-35.9758,Caruaru,Brazil,,,,,,,,,,,,,,,
30.7833,31.0,Ţanţā,Egypt,,,,,,,,,,,,,,,
19.209,73.186,Amarnāth,India,,,,,,,,,,,,,,,
6.3667,2.35,Godomè,Benin,,,,,,,,,,,,,,,
23.57,70.63,Rāpar,India,,,,,,,,,,,,,,,
25.8629,85.7811,Samāstipur,India,,,,,,,,,,,,,,,
16.1667,74.8333,Gokāk,India,,,,,,,,,,,,,,,
36.7833,31.4333,Manavgat,Turkey,,,,,,,,,,,,,,,
33.9578,130.9414,Shinozaki,Japan,,,,,,,,,,,,,,,
50.7756,6.0836,Aachen,Germany,,,,,,,,,,,,,,,
-5.9158,-35.2628,Parnamirim,Brazil,,,,,,,,,,,,,,,
23.5425,89.1749,Jhenida,Bangladesh,,,,,,,,,,,,,,,
-6.3645,106.8591,Cimanggis,Indonesia,,,,,,,,,,,,,,,
27.22,77.48,Bharatpur,India,,,,,,,,,,,,,,,
10.3333,-67.0417,Los Teques,Venezuela,,,,,,,,,,,,,,,
42.3791,-88.0811,Round Lake Beach,United States,,,,,,,,,,,,,,,
37.075,36.25,Osmaniye,Turkey,,,,,,,,,,,,,,,
-19.7478,-47.9319,Uberaba,Brazil,,,,,,,,,,,,,,,
25.42,86.13,Begusarai,India,,,,,,,,,,,,,,,
-7.8111,112.0047,Kediri,Indonesia,,,,,,,,,,,,,,,
40.9667,126.6,Kanggye,"Korea, North",,,,,,,,,,,,,,,
41.7686,140.7289,Hakodate,Japan,,,,,,,,,,,,,,,
11.24,125.0,Tacloban,Philippines,,,,,,,,,,,,,,,
38.7578,30.5386,Afyonkarahisar,Turkey,,,,,,,,,,,,,,,
36.5817,36.165,İskenderun,Turkey,,,,,,,,,,,,,,,
32.3482,-86.2668,Montgomery,United States,,,,,,,,,,,,,,,
35.8254,139.8053,Sōka,Japan,,,,,,,,,,,,,,,
8.9139,76.6889,Nedumana,India,,,,,,,,,,,,,,,
18.6181,-68.7111,Higüey,Dominican Republic,,,,,,,,,,,,,,,
36.6778,-76.3023,Chesapeake,United States,,,,,,,,,,,,,,,
52.5833,-2.1333,Wolverhampton,United Kingdom,,,,,,,,,,,,,,,
16.2411,-61.5331,Pointe-à-Pitre,Guadeloupe,,,,,,,,,,,,,,,
33.35,43.7833,Al Fallūjah,Iraq,,,,,,,,,,,,,,,
45.7597,21.23,Timişoara,Romania,,,,,,,,,,,,,,,
1.865,9.77,Bata,Equatorial Guinea,,,,,,,,,,,,,,,
50.8333,12.9167,Chemnitz,Germany,,,,,,,,,,,,,,,
10.0167,105.0833,Rạch Giá,Vietnam,,,,,,,,,,,,,,,
22.873,91.2782,Companiganj,Bangladesh,,,,,,,,,,,,,,,
45.4397,12.3319,Venice,Italy,,,,,,,,,,,,,,,
36.5475,52.6783,Bābol,Iran,,,,,,,,,,,,,,,
33.5791,-112.2311,Glendale,United States,,,,,,,,,,,,,,,
24.1422,-110.3108,La Paz,Mexico,,,,,,,,,,,,,,,
34.6281,45.3185,Kalār,Iraq,,,,,,,,,,,,,,,
43.3019,68.2692,Türkistan,Kazakhstan,,,,,,,,,,,,,,,
32.7628,21.755,Al Bayḑā’,Libya,,,,,,,,,,,,,,,
21.4167,95.65,Natogyi,Burma,,,,,,,,,,,,,,,
10.5563,34.2848,Kurmuk,Sudan,,,,,,,,,,,,,,,
28.6139,77.2089,New Delhi,India,,,,,,,,,,,,,,,
-33.4117,-70.55,Las Condes,Chile,,,,,,,,,,,,,,,
-1.6794,29.2336,Goma,Congo (Kinshasa),,,,,,,,,,,,,,,
31.95,34.8,Rishon LeẔiyyon,Israel,,,,,,,,,,,,,,,
-40.5725,-73.1353,Osorno,Chile,,,,,,,,,,,,,,,
19.85,-90.5306,Campeche,Mexico,,,,,,,,,,,,,,,
13.16,80.3,Tiruvottiyūr,India,,,,,,,,,,,,,,,
-2.21,113.92,Palangkaraya,Indonesia,,,,,,,,,,,,,,,
43.365,-8.41,A Coruña,Spain,,,,,,,,,,,,,,,
49.2667,-122.9667,Burnaby,Canada,,,,,,,,,,,,,,,
27.17,84.32,Rāmnagar,India,,,,,,,,,,,,,,,
-22.5647,-47.4017,Limeira,Brazil,,,,,,,,,,,,,,,
54.3233,10.1394,Kiel,Germany,,,,,,,,,,,,,,,
18.6431,-91.8306,Carmen,Mexico,,,,,,,,,,,,,,,
23.08,70.13,Gāndhīdhām,India,,,,,,,,,,,,,,,
11.3,2.4333,Banikoara,Benin,,,,,,,,,,,,,,,
24.08,74.02,Salūmbar,India,,,,,,,,,,,,,,,
35.85,129.2167,Kyŏngju,"Korea, South",,,,,,,,,,,,,,,
60.2944,25.0403,Vantaa,Finland,,,,,,,,,,,,,,,
2.303,111.843,Sibu,Malaysia,,,,,,,,,,,,,,,
36.4636,52.8581,Qā’em Shahr,Iran,,,,,,,,,,,,,,,
41.1342,29.0922,Beykoz,Turkey,,,,,,,,,,,,,,,
42.7491,-71.491,Nashua,United States,,,,,,,,,,,,,,,
30.6611,73.1083,Sahiwal,Pakistan,,,,,,,,,,,,,,,
37.7647,30.5567,Isparta,Turkey,,,,,,,,,,,,,,,
14.6667,120.9417,Navotas,Philippines,,,,,,,,,,,,,,,
22.4067,-79.9531,Santa Clara,Cuba,,,,,,,,,,,,,,,
38.2554,140.3396,Yamagata,Japan,,,,,,,,,,,,,,,
38.3742,34.0289,Aksaray,Turkey,,,,,,,,,,,,,,,
-18.8508,-41.9489,Governador Valadares,Brazil,,,,,,,,,,,,,,,
32.6803,51.5361,Khomeynī Shahr,Iran,,,,,,,,,,,,,,,
23.093,113.7965,Shijing,China,,,,,,,,,,,,,,,
39.9651,-76.7315,York,United States,,,,,,,,,,,,,,,
51.6167,-3.95,Abertawe,United Kingdom,,,,,,,,,,,,,,,
36.0835,140.0764,Tsukuba-kenkyūgakuen-toshi,Japan,,,,,,,,,,,,,,,
-17.9799,-67.13,Oruro,Bolivia,,,,,,,,,,,,,,,
-22.3708,-41.7869,Macaé,Brazil,,,,,,,,,,,,,,,
47.6842,17.6344,Győr,Hungary,,,,,,,,,,,,,,,
30.2964,31.7463,Al ‘Āshir min Ramaḑān,Egypt,,,,,,,,,,,,,,,
-15.67,46.345,Mahajanga,Madagascar,,,,,,,,,,,,,,,
6.8339,79.8644,Mount Lavinia,Sri Lanka,,,,,,,,,,,,,,,
32.91,-96.6304,Garland,United States,,,,,,,,,,,,,,,
54.5175,18.54,Gdynia,Poland,,,,,,,,,,,,,,,
53.5547,-1.4791,Barnsley,United Kingdom,,,,,,,,,,,,,,,
4.865,100.72,Taiping,Malaysia,,,,,,,,,,,,,,,
61.6667,50.8167,Syktyvkar,Russia,,,,,,,,,,,,,,,
53.0255,-2.1761,Stoke-on-Trent,United Kingdom,,,,,,,,,,,,,,,
-2.5619,-44.0539,São José de Ribamar,Brazil,,,,,,,,,,,,,,,
34.9415,-81.0241,Rock Hill,United States,,,,,,,,,,,,,,,
-34.6653,-58.7275,Merlo,Argentina,,,,,,,,,,,,,,,
-1.0561,-80.4553,Portoviejo,Ecuador,,,,,,,,,,,,,,,
31.05,30.4667,Damanhūr,Egypt,,,,,,,,,,,,,,,
43.8564,18.4131,Sarajevo,Bosnia and Herzegovina,,,,,,,,,,,,,,,
23.1704,89.2,Jessore,Bangladesh,,,,,,,,,,,,,,,
50.6192,26.2519,Rivne,Ukraine,,,,,,,,,,,,,,,
6.7914,79.9378,Kesbewa,Sri Lanka,,,,,,,,,,,,,,,
35.1613,138.6763,Fuji,Japan,,,,,,,,,,,,,,,
51.4344,5.4842,Eindhoven,Netherlands,,,,,,,,,,,,,,,
36.2125,57.6764,Sabzevār,Iran,,,,,,,,,,,,,,,
-29.6839,-53.8069,Santa Maria,Brazil,,,,,,,,,,,,,,,
11.6,37.3833,Bahir Dar,Ethiopia,,,,,,,,,,,,,,,
48.75,126.1667,Wudalianchi,China,,,,,,,,,,,,,,,
38.2669,-0.6983,Elche,Spain,,,,,,,,,,,,,,,
25.3833,97.4,Myitkyina,Burma,,,,,,,,,,,,,,,
18.7639,79.475,Rāmgundam,India,,,,,,,,,,,,,,,
13.0819,109.295,Tuy Hòa,Vietnam,,,,,,,,,,,,,,,
33.18,129.715,Sasebo,Japan,,,,,,,,,,,,,,,
5.9,5.6667,Sapele,Nigeria,,,,,,,,,,,,,,,
26.4833,87.2833,Birāṭnagar,Nepal,,,,,,,,,,,,,,,
17.6778,75.3278,Pandharpur,India,,,,,,,,,,,,,,,
40.4711,71.7247,Marg‘ilon,Uzbekistan,,,,,,,,,,,,,,,
44.85,65.5167,Qyzylorda,Kazakhstan,,,,,,,,,,,,,,,
43.1833,-79.2333,St. Catharines,Canada,,,,,,,,,,,,,,,
35.3333,139.4,Chigasaki,Japan,,,,,,,,,,,,,,,
-21.7939,-48.1758,Araraquara,Brazil,,,,,,,,,,,,,,,
51.4828,11.9697,Halle,Germany,,,,,,,,,,,,,,,
33.6872,-111.8651,Scottsdale,United States,,,,,,,,,,,,,,,
-22.5231,-44.1042,Volta Redonda,Brazil,,,,,,,,,,,,,,,
-22.7392,-47.3314,Americana,Brazil,,,,,,,,,,,,,,,
25.2902,117.42,Zhangping,China,,,,,,,,,,,,,,,
7.4004,-7.55,Man,Côte d’Ivoire,,,,,,,,,,,,,,,
-19.4658,-44.2469,Sete Lagoas,Brazil,,,,,,,,,,,,,,,
23.2081,90.7979,Bānchpār,Bangladesh,,,,,,,,,,,,,,,
29.9697,40.2,Sakākā,Saudi Arabia,,,,,,,,,,,,,,,
38.0333,125.7167,Haeju,"Korea, North",,,,,,,,,,,,,,,
47.2167,38.9167,Taganrog,Russia,,,,,,,,,,,,,,,
20.9397,106.3306,Hải Dương,Vietnam,,,,,,,,,,,,,,,
25.35,85.02,Masaurhi Buzurg,India,,,,,,,,,,,,,,,
8.8167,40.5167,Gelemso,Ethiopia,,,,,,,,,,,,,,,
9.49,76.33,Alleppey,India,,,,,,,,,,,,,,,
5.8522,-55.2039,Paramaribo,Suriname,,,,,,,,,,,,,,,
10.4322,-66.8739,Baruta,Venezuela,,,,,,,,,,,,,,,
-22.2139,-49.9458,Marília,Brazil,,,,,,,,,,,,,,,
25.53,87.58,Katihār,India,,,,,,,,,,,,,,,
-6.4833,-76.3667,Tarapoto,Peru,,,,,,,,,,,,,,,
55.6333,51.8167,Nizhnekamsk,Russia,,,,,,,,,,,,,,,
39.7162,76.1684,Atushi,China,,,,,,,,,,,,,,,
30.4464,47.9781,Abī al Khaşīb,Iraq,,,,,,,,,,,,,,,
-23.305,-45.9658,Jacareí,Brazil,,,,,,,,,,,,,,,
39.62,125.66,Anju,"Korea, North",,,,,,,,,,,,,,,
52.1317,11.6392,Magdeburg,Germany,,,,,,,,,,,,,,,
32.4714,48.3489,Andīmeshk,Iran,,,,,,,,,,,,,,,
35.7167,139.75,Bunkyō-ku,Japan,,,,,,,,,,,,,,,
50.25,127.5333,Blagoveshchensk,Russia,,,,,,,,,,,,,,,
48.3,38.05,Horlivka,Ukraine,,,,,,,,,,,,,,,
25.367,72.783,Ahor,India,,,,,,,,,,,,,,,
35.4833,139.45,Yato,Japan,,,,,,,,,,,,,,,
36.238,137.972,Matsumoto,Japan,,,,,,,,,,,,,,,
-19.1167,33.45,Chimoio,Mozambique,,,,,,,,,,,,,,,
-4.58,30.1,Kasulu,Tanzania,,,,,,,,,,,,,,,
48.9228,24.7106,Ivano-Frankivsk,Ukraine,,,,,,,,,,,,,,,
35.6506,139.5407,Chōfugaoka,Japan,,,,,,,,,,,,,,,
-34.7667,-58.6167,González Catán,Argentina,,,,,,,,,,,,,,,
27.7564,118.0353,Wuyishan,China,,,,,,,,,,,,,,,
38.8244,110.4831,Shenmu,China,,,,,,,,,,,,,,,
29.92,73.88,Gangānagar,India,,,,,,,,,,,,,,,
45.6667,25.6167,Braşov,Romania,,,,,,,,,,,,,,,
36.4703,52.3467,Āmol,Iran,,,,,,,,,,,,,,,
47.995,7.85,Freiburg im Breisgau,Germany,,,,,,,,,,,,,,,
26.9103,-101.4222,Monclova,Mexico,,,,,,,,,,,,,,,
28.5904,105.6975,Chishui,China,,,,,,,,,,,,,,,
